,beer_id,beer_name,abv,ibu,text,ibu_style_mean,bitter,style_name,brewery_name,city,state,country
1114,4832,Mercury - Belgian Style Small Beer,6.5,10.0,"Messenger of the gods, Mercury symbolizes commerce, travel, thievery, wit and wealth. MERCURY cleverly stole its essence from mistress lover VENUS. Second runnings of the voluptuous quadrupel created this small yet fascinating beer. Indian coriander ackno",30.0,0,Other Belgian-Style Ales,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1115,4833,Lust,11.5,10.0,"LUST Belgian-style Dark Strong Ale stirs shameless desire in men (and women) with its captivating appearance, enticing aroma and satisfying flavors. Aged in bourbon oak barrels for twelve months, Lust is worldly, smooth and decadent. Sour cherries contrib",17.0,0,Belgian-Style Dark Strong Ale,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1116,4834,Pride,6.5,10.0,"RIDE Belgian-style Strong Pale Ale boasts a glorious deep gold color and an amazing yet arrogant head. Plentiful pale malt creates beautiful, agile body. Assertive hops and Belgian yeast achieve charismatic floral and spice notes in aroma and flavor. But ",13.5,0,Belgian-Style Pale Strong Ale,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1117,4835,Sloth,14.5,10.0,"SLOTH Belgian-style Imperial Stout is deliberately dark as hell. The pour is slow and sluggish. Its head is menacing, becoming torn and tattered Belgian lace on the sides of the glass as you cautiously consume this brewí¢äåäósip by insidious sip. 

The ",42.5,0,American-Style Imperial Stout,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1118,4836,Wrath,8.2,10.0,"WRATH Belgian-style Double IPA is fiercely bitter with notes of spice and earth. Its fury slowly and purposefully unfurls on the tongue, relentlessly bringing on more and more enraged flavor with each sip. 

Wrath wreaks havoc on your taste buds. Anything",30.0,0,Other Belgian-Style Ales,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1119,4837,Greed,5.0,10.0,"With a summer release in mind, GREED Belgian-style Single was created miserlyí¢äåäórelatively speakingí¢äåäówith one type of malt and two varieties of hops. At 5% ABV and 30 IBUs, Greed is the lightest in our series of 2007 Deadly Sin Beers. However, ",35.0,0,Belgian-Style Pale Ale,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1120,4838,Envy,7.0,10.0,"ENVY Imperial Pilsner obsessively desires to be better than the worldí¢äåä¢s most common lager. Envy vies for attention with its beautifully bright, golden color and tightly-formed crown. Intense yet true pilsner malt provides the perfect base for profu",,0,Undefined-Ignore,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1121,4839,Gluttony,14.5,10.0,"GLUTTONY Triple IPA overindulges the palate with profound malt, powerful hops and abundant body. Its deep decadent golden orange color presents an appetizing invitation for extravagant enjoyment. Its aroma entices with citrus, pine and alcohol while the f",35.0,0,Imperial or Double India Pale Ale,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1122,4840,King Lager,5.2,10.0,"King Lager is brewed to an all Australian full strength formula in Germany, by the Giessener Brauhaus who have over 100 years of brewing knowledge. Made 100% naturally, King Lager complies with the strict German Purity Law of 1516 resulting in a superior ",11.5,0,American-Style Light Lager,Australian Brewing Corporation,Little River,Victoria,Australia
1123,4841,Red Tulip,4.5,10.0,"A red ale with rich and smooth flavors of malted barley, balanced by underlying hints of dark fruit. Brewed in homage to our hometown tulip festival, Red Tulip evokes springí¢äåä¢s renewing spirit. Excellent with roasted pork, red-meats and dried fruit.",,0,Undefined-Ignore,New Holland Brewing Company,Holland,Michigan,United States
1124,4842,Dragon's Milk,9.0,10.0,"A barrel-aged, strong-ale with a soft and rich caramel-malt character intermingled with deep vanilla tones dancing in an oak bath. Unmistakably distinctive and hauntingly remarkable, Dragoní¢äåä¢s Milkí¢äåä¢s warming complexity pairs well with smoked ",,0,Undefined-Ignore,New Holland Brewing Company,Holland,Michigan,United States
1125,4843,Blue Goat,7.5,10.0,"Chestnut in color with a nutty malt profile from its signature Munich malt. A muted hop presence and smooth caramelized body culminate in a clean, dry finish. Excellent choice for hearty meals with dark flavors and sauces. Grilled meats, musty cheeses or ",,0,Undefined-Ignore,New Holland Brewing Company,Holland,Michigan,United States
1126,4844,Existential,11.1,10.0,"Consider it an extremely hoppy barleywine, or a really big IPA. Either way, ten hop additions contribute to its lush and intriguing body. Aggressive dry-hopping brings a strong citrus character to the aroma. The flavor and smell of orange-blossoms pervade",65.0,0,American-Style Barley Wine Ale,New Holland Brewing Company,Holland,Michigan,United States
1127,4845,Pilgrim's Dole,14.5,10.0,"Pilgrimí¢äåä¢s Dole is a barleywine-style ale made with fifty percent wheat malt, or what we at New Holland call a wheatwine. Pilgrimí¢äåä¢s Dole blends warming and slightly sweet flavors with a unique caramelized character. It would be an excellent a",65.0,0,American-Style Barley Wine Ale,New Holland Brewing Company,Holland,Michigan,United States
1128,4846,Cabin Fever,4.5,10.0,"Robust in character yet smooth in delivery, Cabin Fever is a roasty brown ale and a hearty, comforting companion for long, mind-bending winters. Its rye, roast and raisin notes play off a subtle caramel sweetness and culminate in a dry finish. Excellent w",30.0,0,American-Style Brown Ale,New Holland Brewing Company,Holland,Michigan,United States
1129,4847,Ichabod,5.2,10.0,"Ichabod combines malted barley and real pumpkin with cinnamon and nutmeg in a delicious and inviting brew. A rewarding complement to many dishes, Ichabod pairs well with autumnal foods such as poultry and root vegetables. After dinner, try it with your fa",65.0,0,American-Style Barley Wine Ale,New Holland Brewing Company,Holland,Michigan,United States
1130,4848,Zoomer,4.5,10.0,"A refreshing wheat ale, Zoomer is brewed to quench your summer thirst. American-grown wheat provides Zoomer's straw color and its soft, clean body. With subtle, yet flavorful hints of citrus fruit in its finish, Zoomer is the perfect companion to all thin",17.5,0,Light American Wheat Ale or Lager,New Holland Brewing Company,Holland,Michigan,United States
1131,4849,Night Tripper,14.5,10.0,"Night Tripper is an Imperial Stout for a Fat Tuesday release. Dark, mysterious and poetic, Night Tripper's abundance of roasted malts, combined with flaked barley create a rich, roasty beer with deeply intense and lush flavors. Night Tripper's layered, nu",42.5,0,American-Style Imperial Stout,New Holland Brewing Company,Holland,Michigan,United States
1132,4851,Woody's Light,3.6,10.0,"Our take on the classic light golden ale, with crisp refreshing flavors.",15.0,0,American-Style Pale Ale,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1133,4852,Grateful Red,5.0,10.0,Making Jerry proud with an amber ale that's slightly malty and very tasty.,55.0,0,American-Style Amber/Red Ale,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1134,4853,Lost Sailor,7.0,10.0,"A Hop Head's dream beer, enough said.",82.5,0,American-Style India Pale Ale,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1135,4854,Sully's Irish Stout,4.2,10.0,"Put on your kilt and enjoy this roasted, dark, malty and slightly sweet beer.",65.0,0,American-Style Stout,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1136,4855,Pirate's Porter,5.3,10.0,Arrr this be a dark beer with strong notes of coffee and chocolate flavors.,45.0,0,Dark American-Belgo-Style Ale,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1137,4856,Marzen,5.7,10.0,"The name says it all, you want German this is it.",6.5,1,American-Style Lager,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1138,4857,.38 Special Bitter,3.8,10.0,"Don't let the name scare you, this is an easy drinker, slightly sweet and bitter.",34.0,0,Ordinary Bitter,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1139,4858,Strong Arm Ale,9.0,10.0,Just like our Porter but multiplied by 10.,,0,Undefined-Ignore,Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Michigan,United States
1140,4859,Pete's Wicked Strawberry Blonde,4.5,10.0,"Pete's Wicked Strawberry Blonde is truly a unique beer experience. Reward yourself with our golden lager made of the finest pale and wheat malts and Cluster Hops, with a kiss of natural strawberry flavor.",37.5,0,Fruit Beer,Pete's Brewing,San Antonio,Texas,United States
1141,4860,Pete's Rally Cap Ale,4.5,10.0,"The key ingredient to a good summer is a GREAT brew! Born to play, Pete's Wicked Rally Cap Ale is crafted with a special blend of pale and wheat malts, Mt. Hood hops and a smack of natural lemon. Get in the game... Get Wicked!",17.5,0,Light American Wheat Ale or Lager,Pete's Brewing,San Antonio,Texas,United States
1142,4861,Pete's Wicked Wanderlust Cream Ale,5.6,10.0,"Peteí¢äåä¢s winter seasonal Wanderlust Cream Ale, is a velvety smooth brew offering endless fascination. Peteí¢äåä¢s Wicked Wanderlust Cream Ale is a light amber brew with a rhapsody of Cluster hops and select Munich and wheat malts. The rich, creamy ",23.5,0,American-Style Cream Ale or Lager,Pete's Brewing,San Antonio,Texas,United States
1143,4863,Wailua,4.5,10.0,"Wailua is Hawaiian for two fresh water streams mingling. This was just the inspiration we needed for our Limited Release wheat ale brewed with tropical passion Fruit. A refreshing citrusy, sun-colored ale with the cool taste of Hawaii.",17.5,0,Light American Wheat Ale or Lager,Kona Brewing,Kailua-Kona,Hawaii,United States
1144,4864,Buck Naked,3.2,10.0,"An American-style \light beer\"".  Formulated to appeal to those who prefer a lighter tasting brew.""",11.5,0,American-Style Light Lager,Big Buck Brewery,Gaylord,Michigan,United States
1145,4865,Big Buck Beer,5.2,10.0,"A standard American-style beer and our flagship brand.  A small amount of corn is added to the grist to give the brew a smooth character.  Features a rich, golden color and a light malt character balanced with a mild dose of hops.",15.0,0,American-Style Pale Ale,Big Buck Brewery,Gaylord,Michigan,United States
1146,4866,Raspberry Wheat,4.8,10.0,"An American wheat beer made with malted barley and malted wheat.  Lightly flavored with pure fruit to impart a subtle raspberry nose, a delicate fruit flavor and a slight pink hue.",17.5,0,Light American Wheat Ale or Lager,Big Buck Brewery,Gaylord,Michigan,United States
1147,4867,Terrapin All-American Imperial Pilsner,7.5,10.0,"Help us celebrate American Independence and American Beer Month in July with the release of the Terrapin All-American Imperial Pilsner.

This beer was brewed using only American malts, American hops, and American yeast. Who says you have to import ingredi",,0,Undefined-Ignore,Terrapin Beer Company,Athens,Georgia,United States
1148,4868,Apricot Wheat,4.9,10.0,Our easy drinking wheat beer is light in color and body ... perfect for those looking for a lighter taste. The combination of wheat and barley give our Apricot Wheat a different malt character than any of our other ales. The hint of apricot gives this bee,17.5,0,Light American Wheat Ale or Lager,Ithaca Beer Company,Ithaca,New York,United States
1149,4869,Nut Brown,4.9,10.0,"The rich mahogany hue of the Nut Brown is the first thing you will notice. You'll find subtle hints of both chocolate and coffee. We delicately blend chocolate and caramel malts with four others to make this flavorful, easy drinking beer. The malt charact",30.0,0,American-Style Brown Ale,Ithaca Beer Company,Ithaca,New York,United States
1150,4870,Cascazilla,7.0,10.0,"The name CascaZilla is a play on both the name of our local Cascadilla Gorge and the monster amounts of Cascade hops in this beer. This red ale gets its distinctive color from a healthy portion of caramel malt, which also lends some body and sweetness to ",55.0,0,American-Style Amber/Red Ale,Ithaca Beer Company,Ithaca,New York,United States
1151,4871,Flower Power India Pale Ale,8.0,10.0,Enjoy the clover honey hue and tropical nose. Simultaneously Punchy and soothing with a big body and a finish that boasts pineapple and grapefruit. Flower power is hopped and dry-hopped five different times throughout the brewing and fermentation process.,82.5,0,American-Style India Pale Ale,Ithaca Beer Company,Ithaca,New York,United States
1152,4872,Partly Sunny,5.0,10.0,"Partly Sunny is hazy-straw colored wheat beer with coriander, and generous amounts of lemon zest. It's a light refreshing beer with a subtle spicy start and a smooth citrus finish.",17.5,0,Light American Wheat Ale or Lager,Ithaca Beer Company,Ithaca,New York,United States
1153,4873,Rye Squared,9.5,10.0,"Double the malt, double the hops, and double the flavor of the original Rye Pale Ale recipe. (Hence the name Rye Squared.) With its mammoth hop aroma, bitterness and flavor, this beer is not for the faint at heart. The Rye Squared clocks in at a hefty 9.5",35.0,0,Imperial or Double India Pale Ale,Terrapin Beer Company,Athens,Georgia,United States
1154,4874,Southern Tier Porter,5.2,10.0,"Porter is our darkest beer, but not necessarily our strongest.  It is widely held that the darker the beer, the stronger the beer, but this is a summarily false.  The contribution of color comes directly from the color of malt that we use.  Some malt is o",36.0,0,Porter,Southern Tier Brewing Co,Lakewood,New York,United States
